STACKQL_SERVICE,STACKQL_RESOURCE,STACKQL_METHOD,SQL_VERB,OBJECT_KEY,RESPONSE_SHAPE,OPERATION_ID,REQUIRED_PARAMS,HTTP_PATH,HTTP_VERB
baremetalsolution,provisioning_configs,patch,update,,ProvisioningConfig,baremetalsolution.projects.locations.provisioningConfigs.patch,projects|locations|provisioningConfigs,//v2/projects/{projectsId}/locations/{locationsId}/provisioningConfigs/{provisioningConfigsId},PATCH
baremetalsolution,provisioning_configs,create,insert,,ProvisioningConfig,baremetalsolution.projects.locations.provisioningConfigs.create,projects|locations,//v2/projects/{projectsId}/locations/{locationsId}/provisioningConfigs,POST
baremetalsolution,operations,get,select,,Operation,baremetalsolution.projects.locations.operations.get,projects|locations|operations,//v2/projects/{projectsId}/locations/{locationsId}/operations/{operationsId},GET
baremetalsolution,os_images,list,select,$.osImages,ListOSImagesResponse,baremetalsolution.projects.locations.osImages.list,projects|locations,//v2/projects/{projectsId}/locations/{locationsId}/osImages,GET
baremetalsolution,os_images,get,select,,OSImage,baremetalsolution.projects.locations.osImages.get,projects|locations|osImages,//v2/projects/{projectsId}/locations/{locationsId}/osImages/{osImagesId},GET
batch,locations,list,select,$.locations,ListLocationsResponse,batch.projects.locations.list,projects,//v1/projects/{projectsId}/locations,GET
batch,locations,get,select,,Location,batch.projects.locations.get,projects|locations,//v1/projects/{projectsId}/locations/{locationsId},GET
batch,operations,list,select,$.operations,ListOperationsResponse,batch.projects.locations.operations.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/operations,GET
batch,operations,get,select,,Operation,batch.projects.locations.operations.get,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId},GET
batch,operations,delete,delete,,Empty,batch.projects.locations.operations.delete,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId},DELETE
batch,operations,cancel,exec,,Empty,batch.projects.locations.operations.cancel,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId}:cancel,POST
batch,jobs,create,insert,,Job,batch.projects.locations.jobs.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/jobs,POST
batch,jobs,list,select,$.jobs,ListJobsResponse,batch.projects.locations.jobs.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/jobs,GET
batch,jobs,get,select,,Job,batch.projects.locations.jobs.get,projects|locations|jobs,//v1/projects/{projectsId}/locations/{locationsId}/jobs/{jobsId},GET
batch,jobs,delete,delete,,Operation,batch.projects.locations.jobs.delete,projects|locations|jobs,//v1/projects/{projectsId}/locations/{locationsId}/jobs/{jobsId},DELETE
batch,jobs,cancel,exec,,Operation,batch.projects.locations.jobs.cancel,projects|locations|jobs,//v1/projects/{projectsId}/locations/{locationsId}/jobs/{jobsId}:cancel,POST
batch,tasks,get,select,,Task,batch.projects.locations.jobs.taskGroups.tasks.get,projects|locations|jobs|taskGroups|tasks,//v1/projects/{projectsId}/locations/{locationsId}/jobs/{jobsId}/taskGroups/{taskGroupsId}/tasks/{tasksId},GET
batch,tasks,list,select,$.tasks,ListTasksResponse,batch.projects.locations.jobs.taskGroups.tasks.list,projects|locations|jobs|taskGroups,//v1/projects/{projectsId}/locations/{locationsId}/jobs/{jobsId}/taskGroups/{taskGroupsId}/tasks,GET
batch,agent_state_report,report,exec,,ReportAgentStateResponse,batch.projects.locations.state.report,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/state:report,POST
beyondcorp,locations,projects_locations_list,select,$.locations,GoogleCloudLocationListLocationsResponse,beyondcorp.projects.locations.list,projects,//v1/projects/{projectsId}/locations,GET
beyondcorp,locations,projects_locations_get,select,,GoogleCloudLocationLocation,beyondcorp.projects.locations.get,projects|locations,//v1/projects/{projectsId}/locations/{locationsId},GET
beyondcorp,operations,projects_locations_operations_list,select,$.operations,GoogleLongrunningListOperationsResponse,beyondcorp.projects.locations.operations.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/operations,GET
beyondcorp,operations,projects_locations_operations_get,select,,GoogleLongrunningOperation,beyondcorp.projects.locations.operations.get,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId},GET
beyondcorp,operations,projects_locations_operations_delete,delete,,Empty,beyondcorp.projects.locations.operations.delete,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId},DELETE
beyondcorp,operations,projects_locations_operations_cancel,exec,,Empty,beyondcorp.projects.locations.operations.cancel,projects|locations|operations,//v1/projects/{projectsId}/locations/{locationsId}/operations/{operationsId}:cancel,POST
beyondcorp,operations,organizations_locations_operations_list,select,$.operations,GoogleLongrunningListOperationsResponse,beyondcorp.organizations.locations.operations.list,organizations|locations,//v1/organizations/{organizationsId}/locations/{locationsId}/operations,GET
beyondcorp,operations,organizations_locations_operations_get,select,,GoogleLongrunningOperation,beyondcorp.organizations.locations.operations.get,organizations|locations|operations,//v1/organizations/{organizationsId}/locations/{locationsId}/operations/{operationsId},GET
beyondcorp,operations,organizations_locations_operations_delete,delete,,Empty,beyondcorp.organizations.locations.operations.delete,organizations|locations|operations,//v1/organizations/{organizationsId}/locations/{locationsId}/operations/{operationsId},DELETE
beyondcorp,operations,organizations_locations_operations_cancel,exec,,Empty,beyondcorp.organizations.locations.operations.cancel,organizations|locations|operations,//v1/organizations/{organizationsId}/locations/{locationsId}/operations/{operationsId}:cancel,POST
beyondcorp,app_connections,projects_locations_app_connections_list,select,$.appConnections,GoogleCloudBeyondcorpAppconnectionsV1ListAppConnectionsResponse,beyondcorp.projects.locations.appConnections.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appConnections,GET
beyondcorp,app_connections,projects_locations_app_connections_create,insert,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnections.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appConnections,POST
beyondcorp,app_connections,projects_locations_app_connections_get,select,,GoogleCloudBeyondcorpAppconnectionsV1AppConnection,beyondcorp.projects.locations.appConnections.get,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId},GET
beyondcorp,app_connections,projects_locations_app_connections_patch,update,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnections.patch,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId},PATCH
beyondcorp,app_connections,projects_locations_app_connections_delete,delete,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnections.delete,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId},DELETE
beyondcorp,app_connections,projects_locations_app_connections_resolve,exec,,GoogleCloudBeyondcorpAppconnectionsV1ResolveAppConnectionsResponse,beyondcorp.projects.locations.appConnections.resolve,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appConnections:resolve,GET
beyondcorp,app_connections_iam_policies,projects_locations_app_connections_set_iam_policy,replace,,GoogleIamV1Policy,beyondcorp.projects.locations.appConnections.setIamPolicy,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId}:setIamPolicy,POST
beyondcorp,app_connections_iam_policies,projects_locations_app_connections_get_iam_policy,select,$.bindings,GoogleIamV1Policy,beyondcorp.projects.locations.appConnections.getIamPolicy,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId}:getIamPolicy,GET
beyondcorp,app_connections_iam_policies,projects_locations_app_connections_test_iam_permissions,exec,,GoogleIamV1TestIamPermissionsResponse,beyondcorp.projects.locations.appConnections.testIamPermissions,projects|locations|appConnections,//v1/projects/{projectsId}/locations/{locationsId}/appConnections/{appConnectionsId}:testIamPermissions,POST
beyondcorp,app_connectors,projects_locations_app_connectors_list,select,$.appConnectors,GoogleCloudBeyondcorpAppconnectorsV1ListAppConnectorsResponse,beyondcorp.projects.locations.appConnectors.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors,GET
beyondcorp,app_connectors,projects_locations_app_connectors_create,insert,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnectors.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors,POST
beyondcorp,app_connectors,projects_locations_app_connectors_get,select,,GoogleCloudBeyondcorpAppconnectorsV1AppConnector,beyondcorp.projects.locations.appConnectors.get,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId},GET
beyondcorp,app_connectors,projects_locations_app_connectors_patch,update,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnectors.patch,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId},PATCH
beyondcorp,app_connectors,projects_locations_app_connectors_delete,delete,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnectors.delete,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId},DELETE
beyondcorp,app_connectors,projects_locations_app_connectors_resolve_instance_config,exec,,GoogleCloudBeyondcorpAppconnectorsV1ResolveInstanceConfigResponse,beyondcorp.projects.locations.appConnectors.resolveInstanceConfig,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId}:resolveInstanceConfig,GET
beyondcorp,app_connectors,projects_locations_app_connectors_report_status,exec,,GoogleLongrunningOperation,beyondcorp.projects.locations.appConnectors.reportStatus,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId}:reportStatus,POST
beyondcorp,app_connectors_iam_policies,projects_locations_app_connectors_set_iam_policy,replace,,GoogleIamV1Policy,beyondcorp.projects.locations.appConnectors.setIamPolicy,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId}:setIamPolicy,POST
beyondcorp,app_connectors_iam_policies,projects_locations_app_connectors_get_iam_policy,select,$.bindings,GoogleIamV1Policy,beyondcorp.projects.locations.appConnectors.getIamPolicy,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId}:getIamPolicy,GET
beyondcorp,app_connectors_iam_policies,projects_locations_app_connectors_test_iam_permissions,exec,,GoogleIamV1TestIamPermissionsResponse,beyondcorp.projects.locations.appConnectors.testIamPermissions,projects|locations|appConnectors,//v1/projects/{projectsId}/locations/{locationsId}/appConnectors/{appConnectorsId}:testIamPermissions,POST
beyondcorp,app_gateways,projects_locations_app_gateways_list,select,$.appGateways,ListAppGatewaysResponse,beyondcorp.projects.locations.appGateways.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appGateways,GET
beyondcorp,app_gateways,projects_locations_app_gateways_create,insert,,GoogleLongrunningOperation,beyondcorp.projects.locations.appGateways.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/appGateways,POST
beyondcorp,app_gateways,projects_locations_app_gateways_get,select,,AppGateway,beyondcorp.projects.locations.appGateways.get,projects|locations|appGateways,//v1/projects/{projectsId}/locations/{locationsId}/appGateways/{appGatewaysId},GET
beyondcorp,app_gateways,projects_locations_app_gateways_delete,delete,,GoogleLongrunningOperation,beyondcorp.projects.locations.appGateways.delete,projects|locations|appGateways,//v1/projects/{projectsId}/locations/{locationsId}/appGateways/{appGatewaysId},DELETE
beyondcorp,app_gateways_iam_policies,projects_locations_app_gateways_set_iam_policy,replace,,GoogleIamV1Policy,beyondcorp.projects.locations.appGateways.setIamPolicy,projects|locations|appGateways,//v1/projects/{projectsId}/locations/{locationsId}/appGateways/{appGatewaysId}:setIamPolicy,POST
beyondcorp,app_gateways_iam_policies,projects_locations_app_gateways_get_iam_policy,select,$.bindings,GoogleIamV1Policy,beyondcorp.projects.locations.appGateways.getIamPolicy,projects|locations|appGateways,//v1/projects/{projectsId}/locations/{locationsId}/appGateways/{appGatewaysId}:getIamPolicy,GET
beyondcorp,app_gateways_iam_policies,projects_locations_app_gateways_test_iam_permissions,exec,,GoogleIamV1TestIamPermissionsResponse,beyondcorp.projects.locations.appGateways.testIamPermissions,projects|locations|appGateways,//v1/projects/{projectsId}/locations/{locationsId}/appGateways/{appGatewaysId}:testIamPermissions,POST
beyondcorp,security_gateways,projects_locations_security_gateways_list,select,$.securityGateways,GoogleCloudBeyondcorpSecuritygatewaysV1ListSecurityGatewaysResponse,beyondcorp.projects.locations.securityGateways.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways,GET
beyondcorp,security_gateways,projects_locations_security_gateways_create,insert,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways,POST
beyondcorp,security_gateways,projects_locations_security_gateways_get,select,,GoogleCloudBeyondcorpSecuritygatewaysV1SecurityGateway,beyondcorp.projects.locations.securityGateways.get,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId},GET
beyondcorp,security_gateways,projects_locations_security_gateways_patch,update,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.patch,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId},PATCH
beyondcorp,security_gateways,projects_locations_security_gateways_delete,delete,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.delete,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId},DELETE
beyondcorp,security_gateways_iam_policies,projects_locations_security_gateways_set_iam_policy,replace,,GoogleIamV1Policy,beyondcorp.projects.locations.securityGateways.setIamPolicy,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}:setIamPolicy,POST
beyondcorp,security_gateways_iam_policies,projects_locations_security_gateways_get_iam_policy,select,$.bindings,GoogleIamV1Policy,beyondcorp.projects.locations.securityGateways.getIamPolicy,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}:getIamPolicy,GET
beyondcorp,security_gateways_iam_policies,projects_locations_security_gateways_test_iam_permissions,exec,,GoogleIamV1TestIamPermissionsResponse,beyondcorp.projects.locations.securityGateways.testIamPermissions,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}:testIamPermissions,POST
beyondcorp,applications,projects_locations_security_gateways_applications_list,select,$.applications,GoogleCloudBeyondcorpSecuritygatewaysV1ListApplicationsResponse,beyondcorp.projects.locations.securityGateways.applications.list,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications,GET
beyondcorp,applications,projects_locations_security_gateways_applications_create,insert,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.applications.create,projects|locations|securityGateways,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications,POST
beyondcorp,applications,projects_locations_security_gateways_applications_get,select,,GoogleCloudBeyondcorpSecuritygatewaysV1Application,beyondcorp.projects.locations.securityGateways.applications.get,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId},GET
beyondcorp,applications,projects_locations_security_gateways_applications_patch,update,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.applications.patch,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId},PATCH
beyondcorp,applications,projects_locations_security_gateways_applications_delete,delete,,GoogleLongrunningOperation,beyondcorp.projects.locations.securityGateways.applications.delete,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId},DELETE
beyondcorp,applications_iam_policies,projects_locations_security_gateways_applications_set_iam_policy,replace,,GoogleIamV1Policy,beyondcorp.projects.locations.securityGateways.applications.setIamPolicy,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId}:setIamPolicy,POST
beyondcorp,applications_iam_policies,projects_locations_security_gateways_applications_get_iam_policy,select,$.bindings,GoogleIamV1Policy,beyondcorp.projects.locations.securityGateways.applications.getIamPolicy,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId}:getIamPolicy,GET
beyondcorp,applications_iam_policies,projects_locations_security_gateways_applications_test_iam_permissions,exec,,GoogleIamV1TestIamPermissionsResponse,beyondcorp.projects.locations.securityGateways.applications.testIamPermissions,projects|locations|securityGateways|applications,//v1/projects/{projectsId}/locations/{locationsId}/securityGateways/{securityGatewaysId}/applications/{applicationsId}:testIamPermissions,POST
biglake,catalogs,create,insert,,Catalog,biglake.projects.locations.catalogs.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/catalogs,POST
biglake,catalogs,list,select,$.catalogs,ListCatalogsResponse,biglake.projects.locations.catalogs.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/catalogs,GET
biglake,catalogs,delete,delete,,Catalog,biglake.projects.locations.catalogs.delete,projects|locations|catalogs,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId},DELETE
biglake,catalogs,get,select,,Catalog,biglake.projects.locations.catalogs.get,projects|locations|catalogs,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId},GET
biglake,databases,create,insert,,Database,biglake.projects.locations.catalogs.databases.create,projects|locations|catalogs,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases,POST
biglake,databases,list,select,$.databases,ListDatabasesResponse,biglake.projects.locations.catalogs.databases.list,projects|locations|catalogs,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases,GET
biglake,databases,delete,delete,,Database,biglake.projects.locations.catalogs.databases.delete,projects|locations|catalogs|databases,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId},DELETE
biglake,databases,patch,update,,Database,biglake.projects.locations.catalogs.databases.patch,projects|locations|catalogs|databases,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId},PATCH
biglake,databases,get,select,,Database,biglake.projects.locations.catalogs.databases.get,projects|locations|catalogs|databases,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId},GET
biglake,tables,create,insert,,Table,biglake.projects.locations.catalogs.databases.tables.create,projects|locations|catalogs|databases,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables,POST
biglake,tables,list,select,$.tables,ListTablesResponse,biglake.projects.locations.catalogs.databases.tables.list,projects|locations|catalogs|databases,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables,GET
biglake,tables,delete,delete,,Table,biglake.projects.locations.catalogs.databases.tables.delete,projects|locations|catalogs|databases|tables,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables/{tablesId},DELETE
biglake,tables,patch,update,,Table,biglake.projects.locations.catalogs.databases.tables.patch,projects|locations|catalogs|databases|tables,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables/{tablesId},PATCH
biglake,tables,get,select,,Table,biglake.projects.locations.catalogs.databases.tables.get,projects|locations|catalogs|databases|tables,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables/{tablesId},GET
biglake,tables,rename,exec,,Table,biglake.projects.locations.catalogs.databases.tables.rename,projects|locations|catalogs|databases|tables,//v1/projects/{projectsId}/locations/{locationsId}/catalogs/{catalogsId}/databases/{databasesId}/tables/{tablesId}:rename,POST
bigquery,datasets,delete,delete,,,bigquery.datasets.delete,project|+dataset,//projects/{projectId}/datasets/{+datasetId},DELETE
bigquery,datasets,get,select,,Dataset,bigquery.datasets.get,project|+dataset,//projects/{projectId}/datasets/{+datasetId},GET
bigquery,datasets,patch,update,,Dataset,bigquery.datasets.patch,project|+dataset,//projects/{projectId}/datasets/{+datasetId},PATCH
bigquery,datasets,undelete,exec,,Dataset,bigquery.datasets.undelete,project|+dataset,//projects/{projectId}/datasets/{+datasetId},POST
bigquery,datasets,update,replace,,Dataset,bigquery.datasets.update,project|+dataset,//projects/{projectId}/datasets/{+datasetId},PUT
bigquery,datasets,insert,insert,,Dataset,bigquery.datasets.insert,project,//projects/{projectId}/datasets,POST
bigquery,datasets,list,select,$.datasets,DatasetList,bigquery.datasets.list,project,//projects/{projectId}/datasets,GET
bigquery,jobs,cancel,exec,,JobCancelResponse,bigquery.jobs.cancel,project|+job,//projects/{projectId}/jobs/{+jobId}/cancel,POST
bigquery,jobs,delete,delete,,,bigquery.jobs.delete,project|+job,//projects/{projectId}/jobs/{+jobId}/delete,DELETE
bigquery,jobs,get,select,,Job,bigquery.jobs.get,project|+job,//projects/{projectId}/jobs/{+jobId},GET
bigquery,jobs,insert,insert,,Job,bigquery.jobs.insert,project,//projects/{projectId}/jobs,POST
bigquery,jobs,list,select,$.jobs,JobList,bigquery.jobs.list,project,//projects/{projectId}/jobs,GET
bigquery,jobs,query,exec,,QueryResponse,bigquery.jobs.query,project,//projects/{projectId}/queries,POST
bigquery,query_results,get_query_results,select,,GetQueryResultsResponse,bigquery.jobs.getQueryResults,project|+job,//projects/{projectId}/queries/{+jobId},GET
bigquery,models,delete,delete,,,bigquery.models.delete,project|+dataset|+model,//projects/{projectId}/datasets/{+datasetId}/models/{+modelId},DELETE
bigquery,models,get,select,,Model,bigquery.models.get,project|+dataset|+model,//projects/{projectId}/datasets/{+datasetId}/models/{+modelId},GET
bigquery,models,patch,update,,Model,bigquery.models.patch,project|+dataset|+model,//projects/{projectId}/datasets/{+datasetId}/models/{+modelId},PATCH
bigquery,models,list,select,$.models,ListModelsResponse,bigquery.models.list,project|+dataset,//projects/{projectId}/datasets/{+datasetId}/models,GET
bigquery,service_account,get_service_account,select,,GetServiceAccountResponse,bigquery.projects.getServiceAccount,project,//projects/{projectId}/serviceAccount,GET
bigquery,projects,list,select,$.projects,ProjectList,bigquery.projects.list,,//projects,GET
bigquery,routines,delete,delete,,,bigquery.routines.delete,project|+dataset|+routine,//projects/{projectId}/datasets/{+datasetId}/routines/{+routineId},DELETE
bigquery,routines,get,select,,Routine,bigquery.routines.get,project|+dataset|+routine,//projects/{projectId}/datasets/{+datasetId}/routines/{+routineId},GET
bigquery,routines,update,replace,,Routine,bigquery.routines.update,project|+dataset|+routine,//projects/{projectId}/datasets/{+datasetId}/routines/{+routineId},PUT
bigquery,routines,insert,insert,,Routine,bigquery.routines.insert,project|+dataset,//projects/{projectId}/datasets/{+datasetId}/routines,POST
bigquery,routines,list,select,$.routines,ListRoutinesResponse,bigquery.routines.list,project|+dataset,//projects/{projectId}/datasets/{+datasetId}/routines,GET
bigquery,tables_iam_policies,test_iam_permissions,exec,,TestIamPermissionsResponse,bigquery.tables.testIamPermissions,resource,//{resource},POST
bigquery,row_access_policies,insert,insert,,RowAccessPolicy,bigquery.rowAccessPolicies.insert,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/rowAccessPolicies,POST
bigquery,row_access_policies,list,select,$.rowAccessPolicies,ListRowAccessPoliciesResponse,bigquery.rowAccessPolicies.list,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/rowAccessPolicies,GET
bigquery,row_access_policies,delete,delete,,,bigquery.rowAccessPolicies.delete,project|+dataset|+table|+policy,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/rowAccessPolicies/{+policyId},DELETE
bigquery,row_access_policies,get,select,,RowAccessPolicy,bigquery.rowAccessPolicies.get,project|+dataset|+table|+policy,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/rowAccessPolicies/{+policyId},GET
bigquery,row_access_policies,update,replace,,RowAccessPolicy,bigquery.rowAccessPolicies.update,project|+dataset|+table|+policy,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/rowAccessPolicies/{+policyId},PUT
bigquery,tabledata,insert_all,insert,,TableDataInsertAllResponse,bigquery.tabledata.insertAll,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/insertAll,POST
bigquery,tabledata,list,select,,TableDataList,bigquery.tabledata.list,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId}/data,GET
bigquery,tables,delete,delete,,,bigquery.tables.delete,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId},DELETE
bigquery,tables,get,select,,Table,bigquery.tables.get,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId},GET
bigquery,tables,patch,update,,Table,bigquery.tables.patch,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId},PATCH
bigquery,tables,update,replace,,Table,bigquery.tables.update,project|+dataset|+table,//projects/{projectId}/datasets/{+datasetId}/tables/{+tableId},PUT
bigquery,tables,insert,insert,,Table,bigquery.tables.insert,project|+dataset,//projects/{projectId}/datasets/{+datasetId}/tables,POST
bigquery,tables,list,select,$.tables,TableList,bigquery.tables.list,project|+dataset,//projects/{projectId}/datasets/{+datasetId}/tables,GET
bigqueryconnection,connections,create,insert,,Connection,bigqueryconnection.projects.locations.connections.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/connections,POST
bigqueryconnection,connections,list,select,$.connections,ListConnectionsResponse,bigqueryconnection.projects.locations.connections.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/connections,GET
bigqueryconnection,connections,get,select,,Connection,bigqueryconnection.projects.locations.connections.get,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId},GET
bigqueryconnection,connections,patch,update,,Connection,bigqueryconnection.projects.locations.connections.patch,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId},PATCH
bigqueryconnection,connections,delete,delete,,Empty,bigqueryconnection.projects.locations.connections.delete,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId},DELETE
bigqueryconnection,connections_iam_policies,get_iam_policy,select,$.bindings,Policy,bigqueryconnection.projects.locations.connections.getIamPolicy,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId}:getIamPolicy,POST
bigqueryconnection,connections_iam_policies,set_iam_policy,replace,,Policy,bigqueryconnection.projects.locations.connections.setIamPolicy,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId}:setIamPolicy,POST
bigqueryconnection,connections_iam_policies,test_iam_permissions,exec,,TestIamPermissionsResponse,bigqueryconnection.projects.locations.connections.testIamPermissions,projects|locations|connections,//v1/projects/{projectsId}/locations/{locationsId}/connections/{connectionsId}:testIamPermissions,POST
bigquerydatapolicy,data_policies,create,insert,,DataPolicy,bigquerydatapolicy.projects.locations.dataPolicies.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/dataPolicies,POST
bigquerydatapolicy,data_policies,list,select,$.dataPolicies,ListDataPoliciesResponse,bigquerydatapolicy.projects.locations.dataPolicies.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/dataPolicies,GET
bigquerydatapolicy,data_policies,patch,update,,DataPolicy,bigquerydatapolicy.projects.locations.dataPolicies.patch,projects|locations|dataPolicies,//v1/projects/{projectsId}/locations/{locationsId}/dataPolicies/{dataPoliciesId},PATCH
bigquerydatapolicy,data_policies,delete,delete,,Empty,bigquerydatapolicy.projects.locations.dataPolicies.delete,projects|locations|dataPolicies,//v1/projects/{projectsId}/locations/{locationsId}/dataPolicies/{dataPoliciesId},DELETE
