STACKQL_SERVICE,STACKQL_RESOURCE,STACKQL_METHOD,SQL_VERB,OBJECT_KEY,RESPONSE_SHAPE,OPERATION_ID,REQUIRED_PARAMS,HTTP_PATH,HTTP_VERB
datacatalog,entries,projects_locations_entry_groups_entries_delete,delete,,Empty,datacatalog.projects.locations.entryGroups.entries.delete,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId},DELETE
datacatalog,entries,projects_locations_entry_groups_entries_get,select,,GoogleCloudDatacatalogV1Entry,datacatalog.projects.locations.entryGroups.entries.get,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId},GET
datacatalog,entries,projects_locations_entry_groups_entries_modify_entry_overview,exec,,GoogleCloudDatacatalogV1EntryOverview,datacatalog.projects.locations.entryGroups.entries.modifyEntryOverview,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:modifyEntryOverview,POST
datacatalog,entries,projects_locations_entry_groups_entries_modify_entry_contacts,exec,,GoogleCloudDatacatalogV1Contacts,datacatalog.projects.locations.entryGroups.entries.modifyEntryContacts,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:modifyEntryContacts,POST
datacatalog,entries,projects_locations_entry_groups_entries_star,exec,,GoogleCloudDatacatalogV1StarEntryResponse,datacatalog.projects.locations.entryGroups.entries.star,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:star,POST
datacatalog,entries,projects_locations_entry_groups_entries_unstar,exec,,GoogleCloudDatacatalogV1UnstarEntryResponse,datacatalog.projects.locations.entryGroups.entries.unstar,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:unstar,POST
datacatalog,entries,projects_locations_entry_groups_entries_import,exec,,Operation,datacatalog.projects.locations.entryGroups.entries.import,projects|locations|entryGroups,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries:import,POST
datacatalog,entries,entries_lookup,exec,,GoogleCloudDatacatalogV1Entry,datacatalog.entries.lookup,,//v1/entries:lookup,GET
datacatalog,entries_iam_policies,projects_locations_entry_groups_entries_get_iam_policy,select,$.bindings,Policy,datacatalog.projects.locations.entryGroups.entries.getIamPolicy,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:getIamPolicy,POST
datacatalog,entries_iam_policies,projects_locations_entry_groups_entries_test_iam_permissions,exec,,TestIamPermissionsResponse,datacatalog.projects.locations.entryGroups.entries.testIamPermissions,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}:testIamPermissions,POST
datacatalog,tags,projects_locations_entry_groups_entries_tags_create,insert,,GoogleCloudDatacatalogV1Tag,datacatalog.projects.locations.entryGroups.entries.tags.create,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}/tags,POST
datacatalog,tags,projects_locations_entry_groups_entries_tags_list,select,$.tags,GoogleCloudDatacatalogV1ListTagsResponse,datacatalog.projects.locations.entryGroups.entries.tags.list,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}/tags,GET
datacatalog,tags,projects_locations_entry_groups_entries_tags_patch,update,,GoogleCloudDatacatalogV1Tag,datacatalog.projects.locations.entryGroups.entries.tags.patch,projects|locations|entryGroups|entries|tags,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}/tags/{tagsId},PATCH
datacatalog,tags,projects_locations_entry_groups_entries_tags_delete,delete,,Empty,datacatalog.projects.locations.entryGroups.entries.tags.delete,projects|locations|entryGroups|entries|tags,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}/tags/{tagsId},DELETE
datacatalog,tags,projects_locations_entry_groups_entries_tags_reconcile,exec,,Operation,datacatalog.projects.locations.entryGroups.entries.tags.reconcile,projects|locations|entryGroups|entries,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/entries/{entriesId}/tags:reconcile,POST
datacatalog,tags,projects_locations_entry_groups_tags_create,insert,,GoogleCloudDatacatalogV1Tag,datacatalog.projects.locations.entryGroups.tags.create,projects|locations|entryGroups,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/tags,POST
datacatalog,tags,projects_locations_entry_groups_tags_list,select,$.tags,GoogleCloudDatacatalogV1ListTagsResponse,datacatalog.projects.locations.entryGroups.tags.list,projects|locations|entryGroups,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/tags,GET
datacatalog,tags,projects_locations_entry_groups_tags_patch,update,,GoogleCloudDatacatalogV1Tag,datacatalog.projects.locations.entryGroups.tags.patch,projects|locations|entryGroups|tags,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/tags/{tagsId},PATCH
datacatalog,tags,projects_locations_entry_groups_tags_delete,delete,,Empty,datacatalog.projects.locations.entryGroups.tags.delete,projects|locations|entryGroups|tags,//v1/projects/{projectsId}/locations/{locationsId}/entryGroups/{entryGroupsId}/tags/{tagsId},DELETE
datacatalog,tag_templates,projects_locations_tag_templates_create,insert,,GoogleCloudDatacatalogV1TagTemplate,datacatalog.projects.locations.tagTemplates.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates,POST
datacatalog,tag_templates,projects_locations_tag_templates_get,select,,GoogleCloudDatacatalogV1TagTemplate,datacatalog.projects.locations.tagTemplates.get,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId},GET
datacatalog,tag_templates,projects_locations_tag_templates_patch,update,,GoogleCloudDatacatalogV1TagTemplate,datacatalog.projects.locations.tagTemplates.patch,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId},PATCH
datacatalog,tag_templates,projects_locations_tag_templates_delete,delete,,Empty,datacatalog.projects.locations.tagTemplates.delete,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId},DELETE
datacatalog,tag_templates_iam_policies,projects_locations_tag_templates_set_iam_policy,replace,,Policy,datacatalog.projects.locations.tagTemplates.setIamPolicy,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}:setIamPolicy,POST
datacatalog,tag_templates_iam_policies,projects_locations_tag_templates_get_iam_policy,select,$.bindings,Policy,datacatalog.projects.locations.tagTemplates.getIamPolicy,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}:getIamPolicy,POST
datacatalog,tag_templates_iam_policies,projects_locations_tag_templates_test_iam_permissions,exec,,TestIamPermissionsResponse,datacatalog.projects.locations.tagTemplates.testIamPermissions,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}:testIamPermissions,POST
datacatalog,fields,projects_locations_tag_templates_fields_create,insert,,GoogleCloudDatacatalogV1TagTemplateField,datacatalog.projects.locations.tagTemplates.fields.create,projects|locations|tagTemplates,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}/fields,POST
datacatalog,fields,projects_locations_tag_templates_fields_patch,update,,GoogleCloudDatacatalogV1TagTemplateField,datacatalog.projects.locations.tagTemplates.fields.patch,projects|locations|tagTemplates|fields,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}/fields/{fieldsId},PATCH
datacatalog,fields,projects_locations_tag_templates_fields_delete,delete,,Empty,datacatalog.projects.locations.tagTemplates.fields.delete,projects|locations|tagTemplates|fields,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}/fields/{fieldsId},DELETE
datacatalog,fields,projects_locations_tag_templates_fields_rename,exec,,GoogleCloudDatacatalogV1TagTemplateField,datacatalog.projects.locations.tagTemplates.fields.rename,projects|locations|tagTemplates|fields,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}/fields/{fieldsId}:rename,POST
datacatalog,enum_values,projects_locations_tag_templates_fields_enum_values_rename,exec,,GoogleCloudDatacatalogV1TagTemplateField,datacatalog.projects.locations.tagTemplates.fields.enumValues.rename,projects|locations|tagTemplates|fields|enumValues,//v1/projects/{projectsId}/locations/{locationsId}/tagTemplates/{tagTemplatesId}/fields/{fieldsId}/enumValues/{enumValuesId}:rename,POST
datacatalog,taxonomies,projects_locations_taxonomies_create,insert,,GoogleCloudDatacatalogV1Taxonomy,datacatalog.projects.locations.taxonomies.create,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies,POST
datacatalog,taxonomies,projects_locations_taxonomies_list,select,$.taxonomies,GoogleCloudDatacatalogV1ListTaxonomiesResponse,datacatalog.projects.locations.taxonomies.list,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies,GET
datacatalog,taxonomies,projects_locations_taxonomies_delete,delete,,Empty,datacatalog.projects.locations.taxonomies.delete,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId},DELETE
datacatalog,taxonomies,projects_locations_taxonomies_patch,update,,GoogleCloudDatacatalogV1Taxonomy,datacatalog.projects.locations.taxonomies.patch,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId},PATCH
datacatalog,taxonomies,projects_locations_taxonomies_get,select,,GoogleCloudDatacatalogV1Taxonomy,datacatalog.projects.locations.taxonomies.get,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId},GET
datacatalog,taxonomies,projects_locations_taxonomies_replace,replace,,GoogleCloudDatacatalogV1Taxonomy,datacatalog.projects.locations.taxonomies.replace,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}:replace,POST
datacatalog,taxonomies,projects_locations_taxonomies_import,exec,,GoogleCloudDatacatalogV1ImportTaxonomiesResponse,datacatalog.projects.locations.taxonomies.import,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies:import,POST
datacatalog,taxonomies,projects_locations_taxonomies_export,exec,,GoogleCloudDatacatalogV1ExportTaxonomiesResponse,datacatalog.projects.locations.taxonomies.export,projects|locations,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies:export,GET
datacatalog,taxonomies_iam_policies,projects_locations_taxonomies_get_iam_policy,select,$.bindings,Policy,datacatalog.projects.locations.taxonomies.getIamPolicy,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}:getIamPolicy,POST
datacatalog,taxonomies_iam_policies,projects_locations_taxonomies_set_iam_policy,replace,,Policy,datacatalog.projects.locations.taxonomies.setIamPolicy,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}:setIamPolicy,POST
datacatalog,taxonomies_iam_policies,projects_locations_taxonomies_test_iam_permissions,exec,,TestIamPermissionsResponse,datacatalog.projects.locations.taxonomies.testIamPermissions,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}:testIamPermissions,POST
datacatalog,policy_tags,projects_locations_taxonomies_policy_tags_create,insert,,GoogleCloudDatacatalogV1PolicyTag,datacatalog.projects.locations.taxonomies.policyTags.create,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags,POST
datacatalog,policy_tags,projects_locations_taxonomies_policy_tags_list,select,$.policyTags,GoogleCloudDatacatalogV1ListPolicyTagsResponse,datacatalog.projects.locations.taxonomies.policyTags.list,projects|locations|taxonomies,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags,GET
datacatalog,policy_tags,projects_locations_taxonomies_policy_tags_delete,delete,,Empty,datacatalog.projects.locations.taxonomies.policyTags.delete,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId},DELETE
datacatalog,policy_tags,projects_locations_taxonomies_policy_tags_patch,update,,GoogleCloudDatacatalogV1PolicyTag,datacatalog.projects.locations.taxonomies.policyTags.patch,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId},PATCH
datacatalog,policy_tags,projects_locations_taxonomies_policy_tags_get,select,,GoogleCloudDatacatalogV1PolicyTag,datacatalog.projects.locations.taxonomies.policyTags.get,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId},GET
datacatalog,policy_tags_iam_policies,projects_locations_taxonomies_policy_tags_get_iam_policy,select,$.bindings,Policy,datacatalog.projects.locations.taxonomies.policyTags.getIamPolicy,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId}:getIamPolicy,POST
datacatalog,policy_tags_iam_policies,projects_locations_taxonomies_policy_tags_set_iam_policy,replace,,Policy,datacatalog.projects.locations.taxonomies.policyTags.setIamPolicy,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId}:setIamPolicy,POST
datacatalog,policy_tags_iam_policies,projects_locations_taxonomies_policy_tags_test_iam_permissions,exec,,TestIamPermissionsResponse,datacatalog.projects.locations.taxonomies.policyTags.testIamPermissions,projects|locations|taxonomies|policyTags,//v1/projects/{projectsId}/locations/{locationsId}/taxonomies/{taxonomiesId}/policyTags/{policyTagsId}:testIamPermissions,POST
datacatalog,catalog,catalog_search,exec,,GoogleCloudDatacatalogV1SearchCatalogResponse,datacatalog.catalog.search,,//v1/catalog:search,POST
datacatalog,config,organizations_locations_retrieve_config,select,,GoogleCloudDatacatalogV1OrganizationConfig,datacatalog.organizations.locations.retrieveConfig,organizations|locations,//v1/organizations/{organizationsId}/locations/{locationsId}:retrieveConfig,GET
dataflow,snapshots,projects_delete_snapshots,delete,,DeleteSnapshotResponse,dataflow.projects.deleteSnapshots,project,//v1b3/projects/{projectId}/snapshots,DELETE
dataflow,snapshots,projects_snapshots_list,select,,ListSnapshotsResponse,dataflow.projects.snapshots.list,project,//v1b3/projects/{projectId}/snapshots,GET
dataflow,snapshots,projects_snapshots_get,select,,Snapshot,dataflow.projects.snapshots.get,project|snapshot,//v1b3/projects/{projectId}/snapshots/{snapshotId},GET
dataflow,snapshots,projects_locations_snapshots_get,select,,Snapshot,dataflow.projects.locations.snapshots.get,project|location|snapshot,//v1b3/projects/{projectId}/locations/{location}/snapshots/{snapshotId},GET
dataflow,snapshots,projects_locations_snapshots_delete,delete,,DeleteSnapshotResponse,dataflow.projects.locations.snapshots.delete,project|location|snapshot,//v1b3/projects/{projectId}/locations/{location}/snapshots/{snapshotId},DELETE
dataflow,snapshots,projects_locations_snapshots_list,select,,ListSnapshotsResponse,dataflow.projects.locations.snapshots.list,project|location,//v1b3/projects/{projectId}/locations/{location}/snapshots,GET
dataflow,snapshots,projects_locations_jobs_snapshots_list,select,,ListSnapshotsResponse,dataflow.projects.locations.jobs.snapshots.list,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/snapshots,GET
dataflow,projects,projects_worker_messages,exec,,SendWorkerMessagesResponse,dataflow.projects.workerMessages,project,//v1b3/projects/{projectId}/WorkerMessages,POST
dataflow,jobs,projects_jobs_create,insert,,Job,dataflow.projects.jobs.create,project,//v1b3/projects/{projectId}/jobs,POST
dataflow,jobs,projects_jobs_list,select,$.jobs,ListJobsResponse,dataflow.projects.jobs.list,project,//v1b3/projects/{projectId}/jobs,GET
dataflow,jobs,projects_jobs_get,select,,Job,dataflow.projects.jobs.get,project|job,//v1b3/projects/{projectId}/jobs/{jobId},GET
dataflow,jobs,projects_jobs_update,replace,,Job,dataflow.projects.jobs.update,project|job,//v1b3/projects/{projectId}/jobs/{jobId},PUT
dataflow,jobs,projects_jobs_aggregated,exec,,ListJobsResponse,dataflow.projects.jobs.aggregated,project,//v1b3/projects/{projectId}/jobs:aggregated,GET
dataflow,jobs,projects_jobs_snapshot,exec,,Snapshot,dataflow.projects.jobs.snapshot,project|job,//v1b3/projects/{projectId}/jobs/{jobId}:snapshot,POST
dataflow,jobs,projects_locations_jobs_create,insert,,Job,dataflow.projects.locations.jobs.create,project|location,//v1b3/projects/{projectId}/locations/{location}/jobs,POST
dataflow,jobs,projects_locations_jobs_list,select,$.jobs,ListJobsResponse,dataflow.projects.locations.jobs.list,project|location,//v1b3/projects/{projectId}/locations/{location}/jobs,GET
dataflow,jobs,projects_locations_jobs_get,select,,Job,dataflow.projects.locations.jobs.get,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId},GET
dataflow,jobs,projects_locations_jobs_update,replace,,Job,dataflow.projects.locations.jobs.update,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId},PUT
dataflow,jobs,projects_locations_jobs_snapshot,exec,,Snapshot,dataflow.projects.locations.jobs.snapshot,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}:snapshot,POST
dataflow,jobs_metrics,projects_jobs_get_metrics,select,,JobMetrics,dataflow.projects.jobs.getMetrics,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/metrics,GET
dataflow,jobs_metrics,projects_locations_jobs_get_metrics,select,,JobMetrics,dataflow.projects.locations.jobs.getMetrics,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/metrics,GET
dataflow,debug_config,projects_jobs_debug_get_config,select,,GetDebugConfigResponse,dataflow.projects.jobs.debug.getConfig,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/debug/getConfig,POST
dataflow,debug_config,projects_locations_jobs_debug_get_config,select,,GetDebugConfigResponse,dataflow.projects.locations.jobs.debug.getConfig,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/debug/getConfig,POST
dataflow,debug,projects_jobs_debug_send_capture,exec,,SendDebugCaptureResponse,dataflow.projects.jobs.debug.sendCapture,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/debug/sendCapture,POST
dataflow,debug,projects_locations_jobs_debug_send_capture,exec,,SendDebugCaptureResponse,dataflow.projects.locations.jobs.debug.sendCapture,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/debug/sendCapture,POST
dataflow,messages,projects_jobs_messages_list,select,$.jobMessages,ListJobMessagesResponse,dataflow.projects.jobs.messages.list,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/messages,GET
dataflow,messages,projects_locations_jobs_messages_list,select,$.jobMessages,ListJobMessagesResponse,dataflow.projects.locations.jobs.messages.list,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/messages,GET
dataflow,work_items,projects_jobs_work_items_report_status,exec,,ReportWorkItemStatusResponse,dataflow.projects.jobs.workItems.reportStatus,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/workItems:reportStatus,POST
dataflow,work_items,projects_jobs_work_items_lease,exec,,LeaseWorkItemResponse,dataflow.projects.jobs.workItems.lease,project|job,//v1b3/projects/{projectId}/jobs/{jobId}/workItems:lease,POST
dataflow,work_items,projects_locations_jobs_work_items_report_status,exec,,ReportWorkItemStatusResponse,dataflow.projects.locations.jobs.workItems.reportStatus,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/workItems:reportStatus,POST
dataflow,work_items,projects_locations_jobs_work_items_lease,exec,,LeaseWorkItemResponse,dataflow.projects.locations.jobs.workItems.lease,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/workItems:lease,POST
dataflow,templates,projects_templates_create,insert,,Job,dataflow.projects.templates.create,project,//v1b3/projects/{projectId}/templates,POST
dataflow,templates,projects_templates_launch,exec,,LaunchTemplateResponse,dataflow.projects.templates.launch,project,//v1b3/projects/{projectId}/templates:launch,POST
dataflow,templates,projects_templates_get,select,,GetTemplateResponse,dataflow.projects.templates.get,project,//v1b3/projects/{projectId}/templates:get,GET
dataflow,templates,projects_locations_templates_create,insert,,Job,dataflow.projects.locations.templates.create,project|location,//v1b3/projects/{projectId}/locations/{location}/templates,POST
dataflow,templates,projects_locations_templates_launch,exec,,LaunchTemplateResponse,dataflow.projects.locations.templates.launch,project|location,//v1b3/projects/{projectId}/locations/{location}/templates:launch,POST
dataflow,templates,projects_locations_templates_get,select,,GetTemplateResponse,dataflow.projects.locations.templates.get,project|location,//v1b3/projects/{projectId}/locations/{location}/templates:get,GET
dataflow,locations,projects_locations_worker_messages,exec,,SendWorkerMessagesResponse,dataflow.projects.locations.workerMessages,project|location,//v1b3/projects/{projectId}/locations/{location}/WorkerMessages,POST
dataflow,jobs_execution_details,projects_locations_jobs_get_execution_details,select,$.stages,JobExecutionDetails,dataflow.projects.locations.jobs.getExecutionDetails,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/executionDetails,GET
dataflow,debug_worker_stacktraces,projects_locations_jobs_debug_get_worker_stacktraces,select,,GetWorkerStacktracesResponse,dataflow.projects.locations.jobs.debug.getWorkerStacktraces,project|location|job,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/debug/getWorkerStacktraces,POST
dataflow,stages_execution_details,projects_locations_jobs_stages_get_execution_details,select,$.workers,StageExecutionDetails,dataflow.projects.locations.jobs.stages.getExecutionDetails,project|location|job|stage,//v1b3/projects/{projectId}/locations/{location}/jobs/{jobId}/stages/{stageId}/executionDetails,GET
dataflow,flex_templates,projects_locations_flex_templates_launch,exec,,LaunchFlexTemplateResponse,dataflow.projects.locations.flexTemplates.launch,project|location,//v1b3/projects/{projectId}/locations/{location}/flexTemplates:launch,POST
dataform,config,get_config,select,,Config,dataform.projects.locations.getConfig,projects|locations,//v1beta1/projects/{projectsId}/locations/{locationsId}/config,GET
dataform,config,update_config,update,,Config,dataform.projects.locations.updateConfig,projects|locations,//v1beta1/projects/{projectsId}/locations/{locationsId}/config,PATCH
dataform,locations,list,select,$.locations,ListLocationsResponse,dataform.projects.locations.list,projects,//v1beta1/projects/{projectsId}/locations,GET
dataform,locations,get,select,,Location,dataform.projects.locations.get,projects|locations,//v1beta1/projects/{projectsId}/locations/{locationsId},GET
dataform,repositories_iam_policies,set_iam_policy,replace,,Policy,dataform.projects.locations.repositories.setIamPolicy,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:setIamPolicy,POST
dataform,repositories_iam_policies,get_iam_policy,select,$.bindings,Policy,dataform.projects.locations.repositories.getIamPolicy,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:getIamPolicy,GET
dataform,repositories_iam_policies,test_iam_permissions,exec,,TestIamPermissionsResponse,dataform.projects.locations.repositories.testIamPermissions,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:testIamPermissions,POST
dataform,repositories,list,select,$.repositories,ListRepositoriesResponse,dataform.projects.locations.repositories.list,projects|locations,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories,GET
dataform,repositories,create,insert,,Repository,dataform.projects.locations.repositories.create,projects|locations,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories,POST
dataform,repositories,get,select,,Repository,dataform.projects.locations.repositories.get,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId},GET
dataform,repositories,patch,update,,Repository,dataform.projects.locations.repositories.patch,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId},PATCH
dataform,repositories,delete,delete,,Empty,dataform.projects.locations.repositories.delete,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId},DELETE
dataform,repositories,commit,exec,,CommitRepositoryChangesResponse,dataform.projects.locations.repositories.commit,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:commit,POST
dataform,repositories,read_file,exec,,ReadRepositoryFileResponse,dataform.projects.locations.repositories.readFile,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:readFile,GET
dataform,repositories,query_directory_contents,select,,QueryRepositoryDirectoryContentsResponse,dataform.projects.locations.repositories.queryDirectoryContents,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:queryDirectoryContents,GET
dataform,repositories,compute_access_token_status,exec,,ComputeRepositoryAccessTokenStatusResponse,dataform.projects.locations.repositories.computeAccessTokenStatus,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:computeAccessTokenStatus,GET
dataform,repositories_history,fetch_history,select,,FetchRepositoryHistoryResponse,dataform.projects.locations.repositories.fetchHistory,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:fetchHistory,GET
dataform,repositories_remote_branches,fetch_remote_branches,select,,FetchRemoteBranchesResponse,dataform.projects.locations.repositories.fetchRemoteBranches,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}:fetchRemoteBranches,GET
dataform,workspaces_iam_policies,set_iam_policy,replace,,Policy,dataform.projects.locations.repositories.workspaces.setIamPolicy,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId}:setIamPolicy,POST
dataform,workspaces_iam_policies,get_iam_policy,select,$.bindings,Policy,dataform.projects.locations.repositories.workspaces.getIamPolicy,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId}:getIamPolicy,GET
dataform,workspaces_iam_policies,test_iam_permissions,exec,,TestIamPermissionsResponse,dataform.projects.locations.repositories.workspaces.testIamPermissions,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId}:testIamPermissions,POST
dataform,workspaces,list,select,$.workspaces,ListWorkspacesResponse,dataform.projects.locations.repositories.workspaces.list,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces,GET
dataform,workspaces,create,insert,,Workspace,dataform.projects.locations.repositories.workspaces.create,projects|locations|repositories,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces,POST
dataform,workspaces,get,select,,Workspace,dataform.projects.locations.repositories.workspaces.get,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId},GET
dataform,workspaces,delete,delete,,Empty,dataform.projects.locations.repositories.workspaces.delete,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId},DELETE
dataform,workspaces,install_npm_packages,exec,,InstallNpmPackagesResponse,dataform.projects.locations.repositories.workspaces.installNpmPackages,projects|locations|repositories|workspaces,//v1beta1/projects/{projectsId}/locations/{locationsId}/repositories/{repositoriesId}/workspaces/{workspacesId}:installNpmPackages,POST
